0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.3038128864894732,0.3117810561386501,0.3217313869918181,0.4060725354255689,0.4278340272070817,0.43976259807235546,0.4477307677215322,0.455698937370709,0.4646586787421809,0.47361842011365285,0.4815865897628297,0.49054633113430157,0.4975219448707268,0.5035040165482743,0.5114721861974512,0.5716261090171983,0.5815764398703664,0.5885520536067916,0.5945341252843391,0.6005161969618866,0.6074918106983119
0.3117810561386501,0.3217313869918181,0.4060725354255689,0.4278340272070817,0.43976259807235546,0.4477307677215322,0.455698937370709,0.4646586787421809,0.47361842011365285,0.4815865897628297,0.49054633113430157,0.4975219448707268,0.5035040165482743,0.5114721861974512,0.5716261090171983,0.5815764398703664,0.5885520536067916,0.5945341252843391,0.6005161969618866,0.6074918106983119,0.6134738823758592
0.3217313869918181,0.4060725354255689,0.4278340272070817,0.43976259807235546,0.4477307677215322,0.455698937370709,0.4646586787421809,0.47361842011365285,0.4815865897628297,0.49054633113430157,0.4975219448707268,0.5035040165482743,0.5114721861974512,0.5716261090171983,0.5815764398703664,0.5885520536067916,0.5945341252843391,0.6005161969618866,0.6074918106983119,0.6134738823758592,0.6214420520250361
0.4060725354255689,0.4278340272070817,0.43976259807235546,0.4477307677215322,0.455698937370709,0.4646586787421809,0.47361842011365285,0.4815865897628297,0.49054633113430157,0.4975219448707268,0.5035040165482743,0.5114721861974512,0.5716261090171983,0.5815764398703664,0.5885520536067916,0.5945341252843391,0.6005161969618866,0.6074918106983119,0.6134738823758592,0.6214420520250361,0.6264295935360751
0.4278340272070817,0.43976259807235546,0.4477307677215322,0.455698937370709,0.4646586787421809,0.47361842011365285,0.4815865897628297,0.49054633113430157,0.4975219448707268,0.5035040165482743,0.5114721861974512,0.5716261090171983,0.5815764398703664,0.5885520536067916,0.5945341252843391,0.6005161969618866,0.6074918106983119,0.6134738823758592,0.6214420520250361,0.6264295935360751,0.6304216148056127
0.43976259807235546,0.4477307677215322,0.455698937370709,0.4646586787421809,0.47361842011365285,0.4815865897628297,0.49054633113430157,0.4975219448707268,0.5035040165482743,0.5114721861974512,0.5716261090171983,0.5815764398703664,0.5885520536067916,0.5945341252843391,0.6005161969618866,0.6074918106983119,0.6134738823758592,0.6214420520250361,0.6264295935360751,0.6304216148056127,0.6354091563166517
0.4477307677215322,0.455698937370709,0.4646586787421809,0.47361842011365285,0.4815865897628297,0.49054633113430157,0.4975219448707268,0.5035040165482743,0.5114721861974512,0.5716261090171983,0.5815764398703664,0.5885520536067916,0.5945341252843391,0.6005161969618866,0.6074918106983119,0.6134738823758592,0.6214420520250361,0.6264295935360751,0.6304216148056127,0.6354091563166517,0.642384770053077
0.455698937370709,0.4646586787421809,0.47361842011365285,0.4815865897628297,0.49054633113430157,0.4975219448707268,0.5035040165482743,0.5114721861974512,0.5716261090171983,0.5815764398703664,0.5885520536067916,0.5945341252843391,0.6005161969618866,0.6074918106983119,0.6134738823758592,0.6214420520250361,0.6264295935360751,0.6304216148056127,0.6354091563166517,0.642384770053077,0.6883137019414769
0.4646586787421809,0.47361842011365285,0.4815865897628297,0.49054633113430157,0.4975219448707268,0.5035040165482743,0.5114721861974512,0.5716261090171983,0.5815764398703664,0.5885520536067916,0.5945341252843391,0.6005161969618866,0.6074918106983119,0.6134738823758592,0.6214420520250361,0.6264295935360751,0.6304216148056127,0.6354091563166517,0.642384770053077,0.6883137019414769,0.7139814486900545
0.47361842011365285,0.4815865897628297,0.49054633113430157,0.4975219448707268,0.5035040165482743,0.5114721861974512,0.5716261090171983,0.5815764398703664,0.5885520536067916,0.5945341252843391,0.6005161969618866,0.6074918106983119,0.6134738823758592,0.6214420520250361,0.6264295935360751,0.6304216148056127,0.6354091563166517,0.642384770053077,0.6883137019414769,0.7139814486900545,0.7199635203676019
0.4815865897628297,0.49054633113430157,0.4975219448707268,0.5035040165482743,0.5114721861974512,0.5716261090171983,0.5815764398703664,0.5885520536067916,0.5945341252843391,0.6005161969618866,0.6074918106983119,0.6134738823758592,0.6214420520250361,0.6264295935360751,0.6304216148056127,0.6354091563166517,0.642384770053077,0.6883137019414769,0.7139814486900545,0.7199635203676019,0.724951061878641
0.49054633113430157,0.4975219448707268,0.5035040165482743,0.5114721861974512,0.5716261090171983,0.5815764398703664,0.5885520536067916,0.5945341252843391,0.6005161969618866,0.6074918106983119,0.6134738823758592,0.6214420520250361,0.6264295935360751,0.6304216148056127,0.6354091563166517,0.642384770053077,0.6883137019414769,0.7139814486900545,0.7199635203676019,0.724951061878641,0.7299386033896801
0.4975219448707268,0.5035040165482743,0.5114721861974512,0.5716261090171983,0.5815764398703664,0.5885520536067916,0.5945341252843391,0.6005161969618866,0.6074918106983119,0.6134738823758592,0.6214420520250361,0.6264295935360751,0.6304216148056127,0.6354091563166517,0.642384770053077,0.6883137019414769,0.7139814486900545,0.7199635203676019,0.724951061878641,0.7299386033896801,0.7359206750672275
0.5035040165482743,0.5114721861974512,0.5716261090171983,0.5815764398703664,0.5885520536067916,0.5945341252843391,0.6005161969618866,0.6074918106983119,0.6134738823758592,0.6214420520250361,0.6264295935360751,0.6304216148056127,0.6354091563166517,0.642384770053077,0.6883137019414769,0.7139814486900545,0.7199635203676019,0.724951061878641,0.7299386033896801,0.7359206750672275,0.7419027467447749
0.5114721861974512,0.5716261090171983,0.5815764398703664,0.5885520536067916,0.5945341252843391,0.6005161969618866,0.6074918106983119,0.6134738823758592,0.6214420520250361,0.6264295935360751,0.6304216148056127,0.6354091563166517,0.642384770053077,0.6883137019414769,0.7139814486900545,0.7199635203676019,0.724951061878641,0.7299386033896801,0.7359206750672275,0.7419027467447749,0.7468902882558138
0.5716261090171983,0.5815764398703664,0.5885520536067916,0.5945341252843391,0.6005161969618866,0.6074918106983119,0.6134738823758592,0.6214420520250361,0.6264295935360751,0.6304216148056127,0.6354091563166517,0.642384770053077,0.6883137019414769,0.7139814486900545,0.7199635203676019,0.724951061878641,0.7299386033896801,0.7359206750672275,0.7419027467447749,0.7468902882558138,0.7508823095253513
0.5815764398703664,0.5885520536067916,0.5945341252843391,0.6005161969618866,0.6074918106983119,0.6134738823758592,0.6214420520250361,0.6264295935360751,0.6304216148056127,0.6354091563166517,0.642384770053077,0.6883137019414769,0.7139814486900545,0.7199635203676019,0.724951061878641,0.7299386033896801,0.7359206750672275,0.7419027467447749,0.7468902882558138,0.7508823095253513,0.7518818098584348
0.5885520536067916,0.5945341252843391,0.6005161969618866,0.6074918106983119,0.6134738823758592,0.6214420520250361,0.6264295935360751,0.6304216148056127,0.6354091563166517,0.642384770053077,0.6883137019414769,0.7139814486900545,0.7199635203676019,0.724951061878641,0.7299386033896801,0.7359206750672275,0.7419027467447749,0.7468902882558138,0.7508823095253513,0.7518818098584348,0.7578638815359823
0.5945341252843391,0.6005161969618866,0.6074918106983119,0.6134738823758592,0.6214420520250361,0.6264295935360751,0.6304216148056127,0.6354091563166517,0.642384770053077,0.6883137019414769,0.7139814486900545,0.7199635203676019,0.724951061878641,0.7299386033896801,0.7359206750672275,0.7419027467447749,0.7468902882558138,0.7508823095253513,0.7518818098584348,0.7578638815359823,0.7668236229074542
0.6005161969618866,0.6074918106983119,0.6134738823758592,0.6214420520250361,0.6264295935360751,0.6304216148056127,0.6354091563166517,0.642384770053077,0.6883137019414769,0.7139814486900545,0.7199635203676019,0.724951061878641,0.7299386033896801,0.7359206750672275,0.7419027467447749,0.7468902882558138,0.7508823095253513,0.7518818098584348,0.7578638815359823,0.7668236229074542,0.819416073026625
0.6074918106983119,0.6134738823758592,0.6214420520250361,0.6264295935360751,0.6304216148056127,0.6354091563166517,0.642384770053077,0.6883137019414769,0.7139814486900545,0.7199635203676019,0.724951061878641,0.7299386033896801,0.7359206750672275,0.7419027467447749,0.7468902882558138,0.7508823095253513,0.7518818098584348,0.7578638815359823,0.7668236229074542,0.819416073026625,0.8333189781956165
0.6134738823758592,0.6214420520250361,0.6264295935360751,0.6304216148056127,0.6354091563166517,0.642384770053077,0.6883137019414769,0.7139814486900545,0.7199635203676019,0.724951061878641,0.7299386033896801,0.7359206750672275,0.7419027467447749,0.7468902882558138,0.7508823095253513,0.7518818098584348,0.7578638815359823,0.7668236229074542,0.819416073026625,0.8333189781956165,0.839301049873164
0.6214420520250361,0.6264295935360751,0.6304216148056127,0.6354091563166517,0.642384770053077,0.6883137019414769,0.7139814486900545,0.7199635203676019,0.724951061878641,0.7299386033896801,0.7359206750672275,0.7419027467447749,0.7468902882558138,0.7508823095253513,0.7518818098584348,0.7578638815359823,0.7668236229074542,0.819416073026625,0.8333189781956165,0.839301049873164,0.8492513807263321
0.6264295935360751,0.6304216148056127,0.6354091563166517,0.642384770053077,0.6883137019414769,0.7139814486900545,0.7199635203676019,0.724951061878641,0.7299386033896801,0.7359206750672275,0.7419027467447749,0.7468902882558138,0.7508823095253513,0.7518818098584348,0.7578638815359823,0.7668236229074542,0.819416073026625,0.8333189781956165,0.839301049873164,0.8492513807263321,0.8592017115795002
0.6304216148056127,0.6354091563166517,0.642384770053077,0.6883137019414769,0.7139814486900545,0.7199635203676019,0.724951061878641,0.7299386033896801,0.7359206750672275,0.7419027467447749,0.7468902882558138,0.7508823095253513,0.7518818098584348,0.7578638815359823,0.7668236229074542,0.819416073026625,0.8333189781956165,0.839301049873164,0.8492513807263321,0.8592017115795002,0.8701416516178345
0.6354091563166517,0.642384770053077,0.6883137019414769,0.7139814486900545,0.7199635203676019,0.724951061878641,0.7299386033896801,0.7359206750672275,0.7419027467447749,0.7468902882558138,0.7508823095253513,0.7518818098584348,0.7578638815359823,0.7668236229074542,0.819416073026625,0.8333189781956165,0.839301049873164,0.8492513807263321,0.8592017115795002,0.8701416516178345,0.8791013929893065
0.642384770053077,0.6883137019414769,0.7139814486900545,0.7199635203676019,0.724951061878641,0.7299386033896801,0.7359206750672275,0.7419027467447749,0.7468902882558138,0.7508823095253513,0.7518818098584348,0.7578638815359823,0.7668236229074542,0.819416073026625,0.8333189781956165,0.839301049873164,0.8492513807263321,0.8592017115795002,0.8701416516178345,0.8791013929893065,0.8880611343607784
0.6883137019414769,0.7139814486900545,0.7199635203676019,0.724951061878641,0.7299386033896801,0.7359206750672275,0.7419027467447749,0.7468902882558138,0.7508823095253513,0.7518818098584348,0.7578638815359823,0.7668236229074542,0.819416073026625,0.8333189781956165,0.839301049873164,0.8492513807263321,0.8592017115795002,0.8701416516178345,0.8791013929893065,0.8880611343607784,0.8980114652139466
0.7139814486900545,0.7199635203676019,0.724951061878641,0.7299386033896801,0.7359206750672275,0.7419027467447749,0.7468902882558138,0.7508823095253513,0.7518818098584348,0.7578638815359823,0.7668236229074542,0.819416073026625,0.8333189781956165,0.839301049873164,0.8492513807263321,0.8592017115795002,0.8701416516178345,0.8791013929893065,0.8880611343607784,0.8980114652139466,0.8980114652139466
0.7199635203676019,0.724951061878641,0.7299386033896801,0.7359206750672275,0.7419027467447749,0.7468902882558138,0.7508823095253513,0.7518818098584348,0.7578638815359823,0.7668236229074542,0.819416073026625,0.8333189781956165,0.839301049873164,0.8492513807263321,0.8592017115795002,0.8701416516178345,0.8791013929893065,0.8880611343607784,0.8980114652139466,0.8980114652139466,0.904987078950372
0.724951061878641,0.7299386033896801,0.7359206750672275,0.7419027467447749,0.7468902882558138,0.7508823095253513,0.7518818098584348,0.7578638815359823,0.7668236229074542,0.819416073026625,0.8333189781956165,0.839301049873164,0.8492513807263321,0.8592017115795002,0.8701416516178345,0.8791013929893065,0.8880611343607784,0.8980114652139466,0.8980114652139466,0.904987078950372,0.91493740980354
0.7299386033896801,0.7359206750672275,0.7419027467447749,0.7468902882558138,0.7508823095253513,0.7518818098584348,0.7578638815359823,0.7668236229074542,0.819416073026625,0.8333189781956165,0.839301049873164,0.8492513807263321,0.8592017115795002,0.8701416516178345,0.8791013929893065,0.8880611343607784,0.8980114652139466,0.8980114652139466,0.904987078950372,0.91493740980354,0.9760325091633508
0.7359206750672275,0.7419027467447749,0.7468902882558138,0.7508823095253513,0.7518818098584348,0.7578638815359823,0.7668236229074542,0.819416073026625,0.8333189781956165,0.839301049873164,0.8492513807263321,0.8592017115795002,0.8701416516178345,0.8791013929893065,0.8880611343607784,0.8980114652139466,0.8980114652139466,0.904987078950372,0.91493740980354,0.9760325091633508,0.9899354143323423
0.7419027467447749,0.7468902882558138,0.7508823095253513,0.7518818098584348,0.7578638815359823,0.7668236229074542,0.819416073026625,0.8333189781956165,0.839301049873164,0.8492513807263321,0.8592017115795002,0.8701416516178345,0.8791013929893065,0.8880611343607784,0.8980114652139466,0.8980114652139466,0.904987078950372,0.91493740980354,0.9760325091633508,0.9899354143323423,0.9959174860098898
0.7468902882558138,0.7508823095253513,0.7518818098584348,0.7578638815359823,0.7668236229074542,0.819416073026625,0.8333189781956165,0.839301049873164,0.8492513807263321,0.8592017115795002,0.8701416516178345,0.8791013929893065,0.8880611343607784,0.8980114652139466,0.8980114652139466,0.904987078950372,0.91493740980354,0.9760325091633508,0.9899354143323423,0.9959174860098898,0.9989129949896883
0.7508823095253513,0.7518818098584348,0.7578638815359823,0.7668236229074542,0.819416073026625,0.8333189781956165,0.839301049873164,0.8492513807263321,0.8592017115795002,0.8701416516178345,0.8791013929893065,0.8880611343607784,0.8980114652139466,0.8980114652139466,0.904987078950372,0.91493740980354,0.9760325091633508,0.9899354143323423,0.9959174860098898,0.9989129949896883,1.0019085039694868
0.7518818098584348,0.7578638815359823,0.7668236229074542,0.819416073026625,0.8333189781956165,0.839301049873164,0.8492513807263321,0.8592017115795002,0.8701416516178345,0.8791013929893065,0.8880611343607784,0.8980114652139466,0.8980114652139466,0.904987078950372,0.91493740980354,0.9760325091633508,0.9899354143323423,0.9959174860098898,0.9989129949896883,1.0019085039694868,1.006896045480526
0.7578638815359823,0.7668236229074542,0.819416073026625,0.8333189781956165,0.839301049873164,0.8492513807263321,0.8592017115795002,0.8701416516178345,0.8791013929893065,0.8880611343607784,0.8980114652139466,0.8980114652139466,0.904987078950372,0.91493740980354,0.9760325091633508,0.9899354143323423,0.9959174860098898,0.9989129949896883,1.0019085039694868,1.006896045480526,1.0148642151297027
0.7668236229074542,0.819416073026625,0.8333189781956165,0.839301049873164,0.8492513807263321,0.8592017115795002,0.8701416516178345,0.8791013929893065,0.8880611343607784,0.8980114652139466,0.8980114652139466,0.904987078950372,0.91493740980354,0.9760325091633508,0.9899354143323423,0.9959174860098898,0.9989129949896883,1.0019085039694868,1.006896045480526,1.0148642151297027,1.0188562363992402
0.819416073026625,0.8333189781956165,0.839301049873164,0.8492513807263321,0.8592017115795002,0.8701416516178345,0.8791013929893065,0.8880611343607784,0.8980114652139466,0.8980114652139466,0.904987078950372,0.91493740980354,0.9760325091633508,0.9899354143323423,0.9959174860098898,0.9989129949896883,1.0019085039694868,1.006896045480526,1.0148642151297027,1.0188562363992402,1.0198557367323238
0.8333189781956165,0.839301049873164,0.8492513807263321,0.8592017115795002,0.8701416516178345,0.8791013929893065,0.8880611343607784,0.8980114652139466,0.8980114652139466,0.904987078950372,0.91493740980354,0.9760325091633508,0.9899354143323423,0.9959174860098898,0.9989129949896883,1.0019085039694868,1.006896045480526,1.0148642151297027,1.0188562363992402,1.0198557367323238,1.0188552363987402
0.839301049873164,0.8492513807263321,0.8592017115795002,0.8701416516178345,0.8791013929893065,0.8880611343607784,0.8980114652139466,0.8980114652139466,0.904987078950372,0.91493740980354,0.9760325091633508,0.9899354143323423,0.9959174860098898,0.9989129949896883,1.0019085039694868,1.006896045480526,1.0148642151297027,1.0188562363992402,1.0198557367323238,1.0188552363987402,1.0198547367318236
0.8492513807263321,0.8592017115795002,0.8701416516178345,0.8791013929893065,0.8880611343607784,0.8980114652139466,0.8980114652139466,0.904987078950372,0.91493740980354,0.9760325091633508,0.9899354143323423,0.9959174860098898,0.9989129949896883,1.0019085039694868,1.006896045480526,1.0148642151297027,1.0188562363992402,1.0198557367323238,1.0188552363987402,1.0198547367318236,1.0248422782428626
0.8592017115795002,0.8701416516178345,0.8791013929893065,0.8880611343607784,0.8980114652139466,0.8980114652139466,0.904987078950372,0.91493740980354,0.9760325091633508,0.9899354143323423,0.9959174860098898,0.9989129949896883,1.0019085039694868,1.006896045480526,1.0148642151297027,1.0188562363992402,1.0198557367323238,1.0188552363987402,1.0198547367318236,1.0248422782428626,1.0631009903599529
0.8701416516178345,0.8791013929893065,0.8880611343607784,0.8980114652139466,0.8980114652139466,0.904987078950372,0.91493740980354,0.9760325091633508,0.9899354143323423,0.9959174860098898,0.9989129949896883,1.0019085039694868,1.006896045480526,1.0148642151297027,1.0188562363992402,1.0198557367323238,1.0188552363987402,1.0198547367318236,1.0248422782428626,1.0631009903599529,1.073051321213121
0.8791013929893065,0.8880611343607784,0.8980114652139466,0.8980114652139466,0.904987078950372,0.91493740980354,0.9760325091633508,0.9899354143323423,0.9959174860098898,0.9989129949896883,1.0019085039694868,1.006896045480526,1.0148642151297027,1.0188562363992402,1.0198557367323238,1.0188552363987402,1.0198547367318236,1.0248422782428626,1.0631009903599529,1.073051321213121,1.0770433424826586
0.8880611343607784,0.8980114652139466,0.8980114652139466,0.904987078950372,0.91493740980354,0.9760325091633508,0.9899354143323423,0.9959174860098898,0.9989129949896883,1.0019085039694868,1.006896045480526,1.0148642151297027,1.0188562363992402,1.0198557367323238,1.0188552363987402,1.0198547367318236,1.0248422782428626,1.0631009903599529,1.073051321213121,1.0770433424826586,1.0790413451453318
0.8980114652139466,0.8980114652139466,0.904987078950372,0.91493740980354,0.9760325091633508,0.9899354143323423,0.9959174860098898,0.9989129949896883,1.0019085039694868,1.006896045480526,1.0148642151297027,1.0188562363992402,1.0198557367323238,1.0188552363987402,1.0198547367318236,1.0248422782428626,1.0631009903599529,1.073051321213121,1.0770433424826586,1.0790413451453318,1.083033366414869
0.8980114652139466,0.904987078950372,0.91493740980354,0.9760325091633508,0.9899354143323423,0.9959174860098898,0.9989129949896883,1.0019085039694868,1.006896045480526,1.0148642151297027,1.0188562363992402,1.0198557367323238,1.0188552363987402,1.0198547367318236,1.0248422782428626,1.0631009903599529,1.073051321213121,1.0770433424826586,1.0790413451453318,1.083033366414869,1.0870253876844067
0.904987078950372,0.91493740980354,0.9760325091633508,0.9899354143323423,0.9959174860098898,0.9989129949896883,1.0019085039694868,1.006896045480526,1.0148642151297027,1.0188562363992402,1.0198557367323238,1.0188552363987402,1.0198547367318236,1.0248422782428626,1.0631009903599529,1.073051321213121,1.0770433424826586,1.0790413451453318,1.083033366414869,1.0870253876844067,1.093007459361954
0.91493740980354,0.9760325091633508,0.9899354143323423,0.9959174860098898,0.9989129949896883,1.0019085039694868,1.006896045480526,1.0148642151297027,1.0188562363992402,1.0198557367323238,1.0188552363987402,1.0198547367318236,1.0248422782428626,1.0631009903599529,1.073051321213121,1.0770433424826586,1.0790413451453318,1.083033366414869,1.0870253876844067,1.093007459361954,1.0960029683417525
0.9760325091633508,0.9899354143323423,0.9959174860098898,0.9989129949896883,1.0019085039694868,1.006896045480526,1.0148642151297027,1.0188562363992402,1.0198557367323238,1.0188552363987402,1.0198547367318236,1.0248422782428626,1.0631009903599529,1.073051321213121,1.0770433424826586,1.0790413451453318,1.083033366414869,1.0870253876844067,1.093007459361954,1.0960029683417525,1.0960029683417525
0.9899354143323423,0.9959174860098898,0.9989129949896883,1.0019085039694868,1.006896045480526,1.0148642151297027,1.0188562363992402,1.0198557367323238,1.0188552363987402,1.0198547367318236,1.0248422782428626,1.0631009903599529,1.073051321213121,1.0770433424826586,1.0790413451453318,1.083033366414869,1.0870253876844067,1.093007459361954,1.0960029683417525,1.0960029683417525,1.0960029683417525
0.9959174860098898,0.9989129949896883,1.0019085039694868,1.006896045480526,1.0148642151297027,1.0188562363992402,1.0198557367323238,1.0188552363987402,1.0198547367318236,1.0248422782428626,1.0631009903599529,1.073051321213121,1.0770433424826586,1.0790413451453318,1.083033366414869,1.0870253876844067,1.093007459361954,1.0960029683417525,1.0960029683417525,1.0960029683417525,1.0980009710044256
0.9989129949896883,1.0019085039694868,1.006896045480526,1.0148642151297027,1.0188562363992402,1.0198557367323238,1.0188552363987402,1.0198547367318236,1.0248422782428626,1.0631009903599529,1.073051321213121,1.0770433424826586,1.0790413451453318,1.083033366414869,1.0870253876844067,1.093007459361954,1.0960029683417525,1.0960029683417525,1.0960029683417525,1.0980009710044256,1.1019929922739633
1.0019085039694868,1.006896045480526,1.0148642151297027,1.0188562363992402,1.0198557367323238,1.0188552363987402,1.0198547367318236,1.0248422782428626,1.0631009903599529,1.073051321213121,1.0770433424826586,1.0790413451453318,1.083033366414869,1.0870253876844067,1.093007459361954,1.0960029683417525,1.0960029683417525,1.0960029683417525,1.0980009710044256,1.1019929922739633,1.1421747819067951
1.006896045480526,1.0148642151297027,1.0188562363992402,1.0198557367323238,1.0188552363987402,1.0198547367318236,1.0248422782428626,1.0631009903599529,1.073051321213121,1.0770433424826586,1.0790413451453318,1.083033366414869,1.0870253876844067,1.093007459361954,1.0960029683417525,1.0960029683417525,1.0960029683417525,1.0980009710044256,1.1019929922739633,1.1421747819067951,1.1501429515559718
1.0148642151297027,1.0188562363992402,1.0198557367323238,1.0188552363987402,1.0198547367318236,1.0248422782428626,1.0631009903599529,1.073051321213121,1.0770433424826586,1.0790413451453318,1.083033366414869,1.0870253876844067,1.093007459361954,1.0960029683417525,1.0960029683417525,1.0960029683417525,1.0980009710044256,1.1019929922739633,1.1421747819067951,1.1501429515559718,1.1531384605357704
1.0188562363992402,1.0198557367323238,1.0188552363987402,1.0198547367318236,1.0248422782428626,1.0631009903599529,1.073051321213121,1.0770433424826586,1.0790413451453318,1.083033366414869,1.0870253876844067,1.093007459361954,1.0960029683417525,1.0960029683417525,1.0960029683417525,1.0980009710044256,1.1019929922739633,1.1421747819067951,1.1501429515559718,1.1531384605357704,1.1581260020468096
1.0198557367323238,1.0188552363987402,1.0198547367318236,1.0248422782428626,1.0631009903599529,1.073051321213121,1.0770433424826586,1.0790413451453318,1.083033366414869,1.0870253876844067,1.093007459361954,1.0960029683417525,1.0960029683417525,1.0960029683417525,1.0980009710044256,1.1019929922739633,1.1421747819067951,1.1501429515559718,1.1531384605357704,1.1581260020468096,1.1651016157832348
1.0188552363987402,1.0198547367318236,1.0248422782428626,1.0631009903599529,1.073051321213121,1.0770433424826586,1.0790413451453318,1.083033366414869,1.0870253876844067,1.093007459361954,1.0960029683417525,1.0960029683417525,1.0960029683417525,1.0980009710044256,1.1019929922739633,1.1421747819067951,1.1501429515559718,1.1531384605357704,1.1581260020468096,1.1651016157832348,1.1720772295196602
1.0198547367318236,1.0248422782428626,1.0631009903599529,1.073051321213121,1.0770433424826586,1.0790413451453318,1.083033366414869,1.0870253876844067,1.093007459361954,1.0960029683417525,1.0960029683417525,1.0960029683417525,1.0980009710044256,1.1019929922739633,1.1421747819067951,1.1501429515559718,1.1531384605357704,1.1581260020468096,1.1651016157832348,1.1720772295196602,1.1780593011972074
1.0248422782428626,1.0631009903599529,1.073051321213121,1.0770433424826586,1.0790413451453318,1.083033366414869,1.0870253876844067,1.093007459361954,1.0960029683417525,1.0960029683417525,1.0960029683417525,1.0980009710044256,1.1019929922739633,1.1421747819067951,1.1501429515559718,1.1531384605357704,1.1581260020468096,1.1651016157832348,1.1720772295196602,1.1780593011972074,1.181054810177006
1.0631009903599529,1.073051321213121,1.0770433424826586,1.0790413451453318,1.083033366414869,1.0870253876844067,1.093007459361954,1.0960029683417525,1.0960029683417525,1.0960029683417525,1.0980009710044256,1.1019929922739633,1.1421747819067951,1.1501429515559718,1.1531384605357704,1.1581260020468096,1.1651016157832348,1.1720772295196602,1.1780593011972074,1.181054810177006,1.1800543098434224
1.073051321213121,1.0770433424826586,1.0790413451453318,1.083033366414869,1.0870253876844067,1.093007459361954,1.0960029683417525,1.0960029683417525,1.0960029683417525,1.0980009710044256,1.1019929922739633,1.1421747819067951,1.1501429515559718,1.1531384605357704,1.1581260020468096,1.1651016157832348,1.1720772295196602,1.1780593011972074,1.181054810177006,1.1800543098434224,1.1810538101765058
1.0770433424826586,1.0790413451453318,1.083033366414869,1.0870253876844067,1.093007459361954,1.0960029683417525,1.0960029683417525,1.0960029683417525,1.0980009710044256,1.1019929922739633,1.1421747819067951,1.1501429515559718,1.1531384605357704,1.1581260020468096,1.1651016157832348,1.1720772295196602,1.1780593011972074,1.181054810177006,1.1800543098434224,1.1810538101765058,1.1820533105095894
1.0790413451453318,1.083033366414869,1.0870253876844067,1.093007459361954,1.0960029683417525,1.0960029683417525,1.0960029683417525,1.0980009710044256,1.1019929922739633,1.1421747819067951,1.1501429515559718,1.1531384605357704,1.1581260020468096,1.1651016157832348,1.1720772295196602,1.1780593011972074,1.181054810177006,1.1800543098434224,1.1810538101765058,1.1820533105095894,1.1850488194893878
1.083033366414869,1.0870253876844067,1.093007459361954,1.0960029683417525,1.0960029683417525,1.0960029683417525,1.0980009710044256,1.1019929922739633,1.1421747819067951,1.1501429515559718,1.1531384605357704,1.1581260020468096,1.1651016157832348,1.1720772295196602,1.1780593011972074,1.181054810177006,1.1800543098434224,1.1810538101765058,1.1820533105095894,1.1850488194893878,1.1870468221520607
1.0870253876844067,1.093007459361954,1.0960029683417525,1.0960029683417525,1.0960029683417525,1.0980009710044256,1.1019929922739633,1.1421747819067951,1.1501429515559718,1.1531384605357704,1.1581260020468096,1.1651016157832348,1.1720772295196602,1.1780593011972074,1.181054810177006,1.1800543098434224,1.1810538101765058,1.1820533105095894,1.1850488194893878,1.1870468221520607,1.1870468221520607
1.093007459361954,1.0960029683417525,1.0960029683417525,1.0960029683417525,1.0980009710044256,1.1019929922739633,1.1421747819067951,1.1501429515559718,1.1531384605357704,1.1581260020468096,1.1651016157832348,1.1720772295196602,1.1780593011972074,1.181054810177006,1.1800543098434224,1.1810538101765058,1.1820533105095894,1.1850488194893878,1.1870468221520607,1.1870468221520607,1.1910388434215984
1.0960029683417525,1.0960029683417525,1.0960029683417525,1.0980009710044256,1.1019929922739633,1.1421747819067951,1.1501429515559718,1.1531384605357704,1.1581260020468096,1.1651016157832348,1.1720772295196602,1.1780593011972074,1.181054810177006,1.1800543098434224,1.1810538101765058,1.1820533105095894,1.1850488194893878,1.1870468221520607,1.1870468221520607,1.1910388434215984,1.1940343524013968
1.0960029683417525,1.0960029683417525,1.0980009710044256,1.1019929922739633,1.1421747819067951,1.1501429515559718,1.1531384605357704,1.1581260020468096,1.1651016157832348,1.1720772295196602,1.1780593011972074,1.181054810177006,1.1800543098434224,1.1810538101765058,1.1820533105095894,1.1850488194893878,1.1870468221520607,1.1870468221520607,1.1910388434215984,1.1940343524013968,1.2010099661378222
1.0960029683417525,1.0980009710044256,1.1019929922739633,1.1421747819067951,1.1501429515559718,1.1531384605357704,1.1581260020468096,1.1651016157832348,1.1720772295196602,1.1780593011972074,1.181054810177006,1.1800543098434224,1.1810538101765058,1.1820533105095894,1.1850488194893878,1.1870468221520607,1.1870468221520607,1.1910388434215984,1.1940343524013968,1.2010099661378222,1.2089781357869989
1.0980009710044256,1.1019929922739633,1.1421747819067951,1.1501429515559718,1.1531384605357704,1.1581260020468096,1.1651016157832348,1.1720772295196602,1.1780593011972074,1.181054810177006,1.1800543098434224,1.1810538101765058,1.1820533105095894,1.1850488194893878,1.1870468221520607,1.1870468221520607,1.1910388434215984,1.1940343524013968,1.2010099661378222,1.2089781357869989,1.23562006673342
1.1019929922739633,1.1421747819067951,1.1501429515559718,1.1531384605357704,1.1581260020468096,1.1651016157832348,1.1720772295196602,1.1780593011972074,1.181054810177006,1.1800543098434224,1.1810538101765058,1.1820533105095894,1.1850488194893878,1.1870468221520607,1.1870468221520607,1.1910388434215984,1.1940343524013968,1.2010099661378222,1.2089781357869989,1.23562006673342,1.2416021384109677
